project,data_set,site,station,recording_date,recording_time,status,latitude,longitude,is_buffered_location,species_code,scientific_name,species_english_name,method,rain,wind,noise,industry_noise,audio_quality,species_individual_name,T_Id,transcriber,abundance,confidence,min0_voc,min0_start,min1_voc,min1_start,min2_voc,min2_start,min3_voc,min3_start,min4_voc,min4_start,min5_voc,min5_start,min6_voc,min6_start,min7_voc,min7_start,min8_voc,min8_start,min9_voc,min9_start,comment,species_comment
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/24/2019,3:45:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,1,0,No audio quality issues,4,1,jf_jet@hotmail.com,ONE,Confident,,,Song,18.6,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/24/2019,3:45:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,16.9,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/24/2019,3:45:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/24/2019,3:45:00,Transcribed,,,t,SAVS,Passerculus sandwichensis,Savannah Sparrow,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/28/2019,5:45:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,23.2,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/28/2019,5:45:00,Transcribed,,,t,MOBA, ,Moderate Background Noise,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,1.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,6/28/2019,5:45:00,Transcribed,,,t,UNPA, ,Unknown Passerine,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,Song,3.3,,,,,,,,,,,,,,,,,,,,GCSP?
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/1/2019,8:00:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,25.4,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/1/2019,8:00:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,45.2,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/1/2019,8:00:00,Transcribed,,,t,HOLA,Eremophila alpestris,Horned Lark,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,9.4,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/1/2019,8:00:00,Transcribed,,,t,HOLA,Eremophila alpestris,Horned Lark,3m 1SPR,0,0,2,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,10.8,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/1/2019,8:00:00,Transcribed,,,t,MOBA, ,Moderate Background Noise,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/1/2019,8:00:00,Transcribed,,,t,SAVS,Passerculus sandwichensis,Savannah Sparrow,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,16.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,AGSQ,Spermophilus parryii,Arctic Ground Squirrel,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,0.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,44.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,38.5,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,18.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,2,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,19.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,6.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,2,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,16.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/2/2019,7:30:00,Transcribed,,,t,MOBA, ,Moderate Background Noise,3m 1SPR,0,0,2,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,1.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/20/2019,7:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,36.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/20/2019,7:30:00,Transcribed,,,t,LALO,Calcarius lapponicus,Lapland Longspur,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Call,39.8,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/20/2019,7:30:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/20/2019,7:30:00,Transcribed,,,t,UNKN, ,Unknown,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,Call,20.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/21/2019,5:30:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Call,31.5,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/21/2019,5:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,15.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/21/2019,5:30:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/21/2019,5:30:00,Transcribed,,,t,UNKN, ,Unknown,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,Call,0.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/21/2019,5:30:00,Transcribed,,,t,UNKN, ,Unknown,3m 1SPR,0,0,1,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Unknown far,Call,28.9,,,,,,,,,,,,,,,,,,,,PTARMIGAN
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/29/2019,5:15:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,1,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/29/2019,5:15:00,Transcribed,,,t,LIRA, ,Light rain,3m 1SPR,1,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Non-vocal,35.9,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/29/2019,5:15:00,Transcribed,,,t,WIPT,Lagopus lagopus,Willow Ptarmigan,3m 1SPR,1,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,47,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A4,7/29/2019,5:15:00,Transcribed,,,t,WIPT,Lagopus lagopus,Willow Ptarmigan,3m 1SPR,1,0,1,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,Song,56.5,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,6/26/2019,3:45:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,36.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,6/26/2019,3:45:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,6/27/2019,7:30:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,55,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,6/27/2019,7:30:00,Transcribed,,,t,HOLA,Eremophila alpestris,Horned Lark,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,7.6,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,6/27/2019,7:30:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,6/27/2019,7:30:00,Transcribed,,,t,WISN,Gallinago delicata,Wilson's Snipe,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Non-vocal,37.9,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/3/2019,5:00:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,1,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,0.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/3/2019,5:00:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,1,1,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,12.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/3/2019,5:00:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,1,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,6.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/3/2019,5:00:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,1,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,27.4,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/3/2019,5:00:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,1,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,25.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/3/2019,5:00:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,1,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/5/2019,3:45:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,53,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/5/2019,3:45:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/5/2019,3:45:00,Transcribed,,,t,WISN,Gallinago delicata,Wilson's Snipe,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,8.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/29/2019,7:00:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,1,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/29/2019,7:00:00,Transcribed,,,t,LIRA, ,Light rain,3m 1SPR,1,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/31/2019,4:45:00,Transcribed,,,t,LIBA, ,Light Background Noise,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A5,7/31/2019,4:45:00,Transcribed,,,t,WTPT,Lagopus leucura,White-tailed Ptarmigan,3m 1SPR,0,0,1,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,22.9,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/4/2019,4:45:00,Transcribed,,,t,HOLA,Eremophila alpestris,Horned Lark,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,46.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/4/2019,4:45:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,7.6,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/5/2019,4:45:00,Transcribed,,,t,NONE,,,3m 1SPR,0,0,0,0,No audio quality issues,,1,jf_jet@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/20/2019,4:00:00,Transcribed,,,t,NONE,,,3m 1SPR,0,0,0,0,No audio quality issues,,1,jf_jet@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/21/2019,6:15:00,Transcribed,,,t,NONE,,,3m 1SPR,0,0,0,0,No audio quality issues,,1,jf_jet@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/22/2019,7:00:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,51.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,A7,7/22/2019,7:00:00,Transcribed,,,t,CORE,Acanthis flammea,Common Redpoll,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,23.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,ATSP,Spizelloides arborea,American Tree Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,7.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,ATSP,Spizelloides arborea,American Tree Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,27.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,CORE,Acanthis flammea,Common Redpoll,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,44,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,COYE,Geothlypis trichas,Common Yellowthroat,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,42.6,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,9.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,12,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,Call,58.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,27.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,47.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,LEYE,Tringa flavipes,Lesser Yellowlegs,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,29.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,7.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,SAVS,Passerculus sandwichensis,Savannah Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,9.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,18.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/22/2019,6:00:00,Transcribed,,,t,WISN,Gallinago delicata,Wilson's Snipe,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Call,55.9,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,AMRO,Turdus migratorius,American Robin,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,16.1,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,ATSP,Spizelloides arborea,American Tree Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,7.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,36.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,Call,19,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,FOSP,Passerella iliaca,Fox Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,4.6,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,MOTR, ,Moderate traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,2.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,54.6,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,8.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,WIWA,Cardellina pusilla,Wilson's Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,10.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/28/2019,5:30:00,Transcribed,,,t,WIWA,Cardellina pusilla,Wilson's Warbler,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,34,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/30/2019,7:15:00,Transcribed,,,t,ATSP,Spizelloides arborea,American Tree Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/30/2019,7:15:00,Transcribed,,,t,ATSP,Spizelloides arborea,American Tree Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,6.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,KUSAW,S2,6/30/2019,7:15:00,Transcribed,,,t,CORE,Acanthis flammea,Common Redpoll,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,33.2,,,,,,,,,,,,,,,,,,,,
