"","location","site","zone","stat_num","recording_date","R_time","species_code","scientific_name","species_english_name","rain","wind","noise","industry_noise","audio_quality","species_individual_name","abundance","min0_voc","min0_start","min1_voc","min1_start","min2_voc","min2_start","min3_voc","min3_start","comment","species_comment","project","data_set","survey_type","surv_key"
"1208","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",43.3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1209","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","LISP","Melospiza_lincolnii","Lincoln's Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",15.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1210","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Song",44.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1211","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1212","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,0,0,"No audio quality issues",2,"ONE","Song",2.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1213","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,0,0,"No audio quality issues",3,"ONE","Song",0,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1214","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","WISN","Gallinago_delicata","Wilson's Snipe",0,0,0,0,"No audio quality issues",1,"ONE","Call",3.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1215","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1216","KUSAW_S4","KUSAW","S","4","7/4/2019","08:00:00","YEWA","Setophaga_petechia","Yellow Warbler",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Song",12.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/4/2019_08:00:00_ARU"
"1217","KUSAW_S4","KUSAW","S","4","7/22/2019","05:15:00","COYE","Geothlypis_trichas","Common Yellowthroat",0,0,0,0,"No audio quality issues",1,"ONE","Call",53.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/22/2019_05:15:00_ARU"
"1218","KUSAW_S4","KUSAW","S","4","7/22/2019","05:15:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",59.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/22/2019_05:15:00_ARU"
"1219","KUSAW_S4","KUSAW","S","4","7/22/2019","05:15:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",32.1,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/22/2019_05:15:00_ARU"
"1220","KUSAW_S4","KUSAW","S","4","7/22/2019","05:15:00","LISP","Melospiza_lincolnii","Lincoln's Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",45.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/22/2019_05:15:00_ARU"
"1221","KUSAW_S4","KUSAW","S","4","7/22/2019","05:15:00","MEGU","Larus_canus","Mew Gull",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",46.6,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/22/2019_05:15:00_ARU"
"1222","KUSAW_S4","KUSAW","S","4","7/22/2019","05:15:00","WIPT","Lagopus_lagopus","Willow Ptarmigan",0,0,0,0,"No audio quality issues",1,"ONE","Song",13.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/22/2019_05:15:00_ARU"
"1223","KUSAW_S4","KUSAW","S","4","7/30/2019","05:30:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",56.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/30/2019_05:30:00_ARU"
"1224","KUSAW_S4","KUSAW","S","4","7/30/2019","05:30:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,0,0,"No audio quality issues",2,"ONE",NA,NA,"Song",18.9,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/30/2019_05:30:00_ARU"
"1225","KUSAW_S4","KUSAW","S","4","7/30/2019","05:30:00","LISP","Melospiza_lincolnii","Lincoln's Sparrow",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Song",3.5,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/30/2019_05:30:00_ARU"
"1226","KUSAW_S4","KUSAW","S","4","7/30/2019","05:30:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Call",0,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S4_7/30/2019_05:30:00_ARU"
"1227","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","ATSP","Spizelloides_arborea","American Tree Sparrow",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Song",27.7,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1228","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","CORE","Acanthis_flammea","Common Redpoll",0,0,0,0,"No audio quality issues",1,"ONE","Call",2.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1229","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",22.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1230","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",2,"ONE",NA,NA,"Song",22.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1231","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",3,"ONE",NA,NA,NA,NA,"Song",14.4,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1232","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",0.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1233","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,0,0,"No audio quality issues",2,"ONE","Song",3.3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1234","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,0,0,"No audio quality issues",3,"ONE","Song",10.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1235","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",9.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1236","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1237","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","LEYE","Tringa_flavipes","Lesser Yellowlegs",0,0,0,0,"No audio quality issues",1,"ONE","Call",0.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1238","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",9.3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1239","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",51,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1240","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",0,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1241","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",2,"ONE","Song",6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1242","KUSAW_S6","KUSAW","S","6","6/24/2019","07:00:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",3,"ONE","Song",16.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/24/2019_07:00:00_ARU"
"1243","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",4.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1244","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,2,0,"No audio quality issues",2,"ONE",NA,NA,"Song",9.9,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1245","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",0,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1246","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,2,0,"No audio quality issues",1,"ONE",NA,NA,"Call",27.4,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1247","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,2,0,"No audio quality issues",1,"ONE","Song",1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1248","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,2,0,"No audio quality issues",1,"ONE","Song",12.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1249","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,2,0,"No audio quality issues",1,"ONE",NA,NA,"Song",36.1,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1250","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",3.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1251","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,2,0,"No audio quality issues",2,"ONE","Song",21.3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1252","KUSAW_S6","KUSAW","S","6","6/29/2019","06:45:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,2,0,"No audio quality issues",1,"ONE",NA,NA,"Song",46.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/29/2019_06:45:00_ARU"
"1253","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","ATSP","Spizelloides_arborea","American Tree Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",9.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1254","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","ATSP","Spizelloides_arborea","American Tree Sparrow",0,0,2,0,"No audio quality issues",2,"ONE","Song",41,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1255","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","ATSP","Spizelloides_arborea","American Tree Sparrow",0,0,2,0,"No audio quality issues",3,"ONE",NA,NA,"Song",51.2,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1256","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",59.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1257","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,2,0,"No audio quality issues",2,"ONE",NA,NA,NA,NA,"Song",9.4,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1258","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",0.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1259","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",2,"ONE","Song",4.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1260","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",3,"ONE","Song",7.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1261","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,2,0,"No audio quality issues",1,"ONE","Song",0,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1262","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,2,0,"No audio quality issues",2,"ONE",NA,NA,NA,NA,"Song",5.4,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1263","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,2,0,"No audio quality issues",1,"ONE","Song",12.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1264","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,2,0,"No audio quality issues",1,"ONE","Song",36.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1265","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","SAVS","Passerculus_sandwichensis","Savannah Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",7.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1266","KUSAW_S6","KUSAW","S","6","6/30/2019","04:45:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",11.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_6/30/2019_04:45:00_ARU"
"1267","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","ATSP","Spizelloides_arborea","American Tree Sparrow",0,0,2,0,"No audio quality issues",1,"ONE",NA,NA,"Song",25.2,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1268","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,2,0,"No audio quality issues",1,"ONE",NA,NA,"Song",2.9,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1269","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",3.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1270","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",2,"ONE","Song",26,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1271","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,2,0,"No audio quality issues",3,"ONE","Song",27.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1272","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","GCTH","Catharus_minimus","Gray-cheeked Thrush",0,0,2,0,"No audio quality issues",1,"ONE","Song",58.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1273","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,2,0,"No audio quality issues",1,"ONE","Song",17.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1274","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,2,0,"No audio quality issues",1,"ONE","Song",2.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1275","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,2,0,"No audio quality issues",2,"ONE","Song",5.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1276","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","WIPT","Lagopus_lagopus","Willow Ptarmigan",0,0,2,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Call",13,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1277","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","WISN","Gallinago_delicata","Wilson's Snipe",0,0,2,0,"No audio quality issues",1,"ONE","Non-vocal",41.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1278","KUSAW_S6","KUSAW","S","6","7/2/2019","03:45:00","WISN","Gallinago_delicata","Wilson's Snipe",0,0,2,0,"No audio quality issues",2,"ONE",NA,NA,"Call",12.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/2/2019_03:45:00_ARU"
"1279","KUSAW_S6","KUSAW","S","6","7/28/2019","06:30:00","CORE","Acanthis_flammea","Common Redpoll",0,0,0,0,"No audio quality issues",1,"ONE","Call",41.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/28/2019_06:30:00_ARU"
"1280","KUSAW_S6","KUSAW","S","6","7/28/2019","06:30:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",31.3,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/28/2019_06:30:00_ARU"
"1281","KUSAW_S6","KUSAW","S","6","7/28/2019","06:30:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Call",3.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/28/2019_06:30:00_ARU"
"1282","KUSAW_S6","KUSAW","S","6","7/28/2019","06:30:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Call",30.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_7/28/2019_06:30:00_ARU"
"1283","KUSAW_S6","KUSAW","S","6","8/3/2019","07:00:00","ATSP","Spizelloides_arborea","American Tree Sparrow",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",6.5,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_8/3/2019_07:00:00_ARU"
"1284","KUSAW_S6","KUSAW","S","6","8/3/2019","07:00:00","CORE","Acanthis_flammea","Common Redpoll",0,0,0,0,"No audio quality issues",1,"ONE","Call",16.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_8/3/2019_07:00:00_ARU"
"1285","KUSAW_S6","KUSAW","S","6","8/3/2019","07:00:00","GCSP","Zonotrichia_atricapilla","Golden-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Call",2.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S6_8/3/2019_07:00:00_ARU"
"1286","KUSAW_S8","KUSAW","S","8","6/25/2019","05:15:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",18.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","KUSAW_S8_6/25/2019_05:15:00_ARU"
